ID,Sender ID,Cl ID,Status,Created At,Updated At,Sender ID Type
340,BangBet,9468,unblock,2021-02-27T16:27:23Z,2021-02-27T16:39:33Z,sms
341,BANGBET,9470,unblock,2021-02-27T21:02:16Z,2021-02-27T23:24:50Z,sms
342,BANG-BET,9470,unblock,2021-02-27T21:02:45Z,2021-02-27T23:24:22Z,sms
343,BangBet,9470,unblock,2021-02-27T21:03:19Z,2021-02-27T23:23:51Z,sms
344,BANGBET,9475,unblock,2021-02-28T11:13:30Z,2021-02-28T11:17:22Z,sms
346,BangBet,9475,unblock,2021-02-28T11:13:42Z,2021-02-28T11:16:36Z,sms
347,CHURCH SMS,9480,unblock,2021-02-28T12:58:19Z,2021-02-28T12:59:25Z,sms
348,CALDRIVA,9481,unblock,2021-02-28T15:17:58Z,2021-02-28T15:20:17Z,sms
349,BANGBET,9483,unblock,2021-02-28T19:46:38Z,2021-02-28T21:24:27Z,sms
351,BANG-BET,9483,unblock,2021-02-28T19:46:53Z,2021-02-28T20:01:01Z,sms
353,Habibz,9484,unblock,2021-02-28T22:33:48Z,2021-02-28T22:48:16Z,sms
354,TonzyGreets,9338,unblock,2021-02-28T22:58:12Z,2021-03-01T04:49:27Z,sms
355,sarpongr81@gmail.com,9338,block,2021-02-28T22:59:19Z,2021-03-01T04:56:09Z,email
356,BraTonzy,9338,unblock,2021-02-28T22:59:38Z,2021-03-01T04:47:56Z,sms
357,GMSA,9484,unblock,2021-02-28T23:01:37Z,2021-03-01T04:47:32Z,sms
358,2.33E+11,9338,block,2021-02-28T23:02:06Z,2021-03-01T04:49:02Z,voice
359,GMSA,9484,unblock,2021-02-28T23:01:33Z,2021-02-28T23:28:06Z,sms
360,2.33E+11,9338,unblock,2021-02-28T23:01:56Z,2021-02-28T23:26:49Z,voice
361,2.33E+11,9338,block,2021-02-28T23:01:04Z,2021-03-01T04:48:42Z,voice
362,243982595,9338,block,2021-02-28T23:02:29Z,2021-03-01T06:10:45Z,voice
363,folowap,9485,unblock,2021-02-28T23:53:06Z,2021-03-01T00:08:52Z,sms
364,BOOMBOWAX,9485,unblock,2021-02-28T23:53:20Z,2021-03-01T00:07:33Z,sms
365,TRANSITEXP,9485,unblock,2021-02-28T23:53:32Z,2021-03-01T00:08:09Z,sms
366,FP SMSBOX,9485,unblock,2021-02-28T23:57:18Z,2021-03-01T00:06:48Z,sms
367,BANGBET,9488,unblock,2021-03-01T06:07:57Z,2021-03-01T06:09:25Z,sms
368,BangBet,9488,unblock,2021-03-01T06:08:05Z,2021-03-01T06:10:15Z,sms
369,BANG-BET,9488,unblock,2021-03-01T06:08:13Z,2021-03-01T06:09:42Z,sms
370,GOLDFIELDS,9369,unblock,2021-03-01T17:13:37Z,2021-03-01T17:27:44Z,sms
374,folowap,9474,unblock,2021-03-01T20:41:49Z,2021-03-01T21:24:33Z,sms
375,KsTU,9491,unblock,2021-03-02T00:02:15Z,2021-03-02T02:06:22Z,sms
376,sender,9492,unblock,2021-03-02T02:12:38Z,2021-03-02T02:27:43Z,sms
377,sender12345,9492,unblock,2021-03-02T02:15:04Z,2021-03-02T02:28:06Z,sms
379,MOSA,9492,unblock,2021-03-02T02:32:44Z,2021-03-02T04:13:57Z,sms
380,ERG-MADRID,9495,unblock,2021-03-02T08:44:25Z,2021-03-02T08:52:26Z,sms
384,TSE-ADDO,9497,unblock,2021-03-02T10:48:05Z,2021-03-02T10:50:29Z,sms
386,Grit consult training,8785,unblock,2021-03-02T22:15:33Z,2021-03-02T22:15:33Z,email
387,UGPH2021,9500,unblock,2021-03-02T22:57:55Z,2021-03-02T22:59:00Z,sms
392,UGPH,9500,unblock,2021-03-02T23:11:44Z,2021-03-03T02:43:39Z,sms
397,Admin,9527,unblock,2021-03-09T12:38:59Z,2021-03-09T16:17:04Z,sms
398,Customer,9527,unblock,2021-03-09T12:40:06Z,2021-03-09T13:33:42Z,sms
399,Mgt,9527,unblock,2021-03-09T12:40:54Z,2021-03-09T13:31:52Z,sms
400,MIFDB,9527,unblock,2021-03-09T12:41:48Z,2021-03-09T12:42:17Z,sms
401,BOA,9527,unblock,2021-03-09T12:58:42Z,2021-03-09T13:29:59Z,sms
402,intl-BOA,9527,unblock,2021-03-09T13:22:24Z,2021-03-09T13:28:23Z,sms
403,FREE PLAN,9477,unblock,2021-03-09T15:40:40Z,2021-03-09T16:12:08Z,sms
404,WAPBOX,9477,unblock,2021-03-09T15:53:55Z,2021-03-09T16:11:35Z,sms
405,BOXMSG,9476,unblock,2021-03-09T23:05:17Z,2021-03-10T04:04:20Z,sms
406,1550,9476,block,2021-03-09T23:05:26Z,2021-03-11T13:51:28Z,sms
408,NL Verify,9570,block,2021-03-11T13:16:38Z,2021-05-26T17:38:32Z,sms
412,NL Verify,9572,block,2021-03-11T13:53:49Z,2021-05-26T17:38:31Z,sms
416,Grit,8785,unblock,2021-03-12T08:35:42Z,2021-03-12T08:49:00Z,sms
417,Grit Survey,8785,unblock,2021-03-12T08:40:57Z,2021-03-12T08:41:29Z,sms
420,GRA,9573,unblock,2021-03-12T10:56:53Z,2021-03-12T10:57:26Z,sms
422,txtconn,45,unblock,2021-03-12T15:16:25Z,2021-03-12T15:16:59Z,sms
425,WRimet,9575,unblock,2021-03-13T13:01:52Z,2021-03-13T13:02:32Z,sms
432,CASA APOSA,9510,unblock,2021-03-14T07:56:10Z,2021-03-14T13:06:05Z,sms
433,EllaLove,9510,unblock,2021-03-14T07:57:11Z,2021-03-14T13:02:16Z,sms
434,TMEC,6744,unblock,2021-03-14T12:28:33Z,2021-03-14T13:01:52Z,sms
442,BOCL,9331,unblock,2021-03-15T12:02:46Z,2021-03-15T12:52:27Z,sms
443,BidiCredit,9331,unblock,2021-03-15T12:03:26Z,2021-03-15T12:52:50Z,sms
445,N L A,9405,block,2021-03-16T14:00:55Z,2021-06-03T04:33:46Z,sms
450,GNFS,9424,unblock,2021-03-17T09:02:54Z,2021-03-17T22:28:32Z,sms
453,IIE/IET,6173,unblock,2021-03-18T14:17:03Z,2021-03-18T14:17:38Z,sms
455,Nestle GH,45,unblock,2021-03-19T11:19:26Z,2021-03-19T11:19:56Z,sms
457,ING  HAIZEL,7384,unblock,2021-03-19T19:15:49Z,2021-03-19T19:18:31Z,sms
458,ING BEMPONG,7384,unblock,2021-03-19T19:17:40Z,2021-03-19T20:40:23Z,sms
459,WISEBORN,7384,unblock,2021-03-19T19:19:46Z,2021-03-19T19:21:43Z,sms
461,BAOBAB PSC,9595,unblock,2021-03-21T13:00:21Z,2021-03-21T13:27:16Z,sms
462,SOLA GRATIA,9584,unblock,2021-03-21T13:06:53Z,2021-03-21T13:07:41Z,sms
463,G I S,9405,block,2021-03-21T15:42:33Z,2021-06-03T04:34:59Z,sms
466,244863416,9570,block,2021-03-22T07:37:59Z,2021-11-18T18:18:51Z,sms
467,123456,9596,unblock,2021-03-22T08:52:07Z,2021-03-22T09:16:02Z,voice
469,950,9570,block,2021-03-22T09:16:10Z,2021-11-18T18:18:18Z,sms
471,243943186,45,unblock,2021-03-22T11:15:39Z,2021-03-22T11:16:13Z,voice
472,Siclife,9598,unblock,2021-03-23T01:08:43Z,2021-03-23T05:22:20Z,sms
473,Bidvest,9598,unblock,2021-03-23T01:15:12Z,2021-03-23T05:19:34Z,sms
474,Helpline,9598,unblock,2021-03-23T01:16:14Z,2021-03-23T05:18:49Z,sms
475,245075622,9598,block,2021-03-23T01:16:48Z,2021-03-23T05:17:19Z,sms
476,GCB K'DUA,8264,unblock,2021-03-26T15:54:00Z,2021-03-26T17:45:54Z,sms
477,POKROM COC,9434,unblock,2021-03-27T18:20:21Z,2021-03-27T18:21:39Z,sms
478,19332356789,1,unblock,2021-03-27T21:16:11Z,2021-03-27T21:16:47Z,voice
479,FREEPLAN,9601,unblock,2021-03-28T11:14:41Z,2021-03-28T12:55:28Z,sms
480,MSG-GH,9602,unblock,2021-03-29T07:49:46Z,2021-03-29T07:52:50Z,sms
481,FLWAP,9603,unblock,2021-03-29T08:29:31Z,2021-03-29T08:30:00Z,sms
483,GCB K'NGO,8264,unblock,2021-03-29T14:22:23Z,2021-03-29T15:49:43Z,sms
484,GCB KADE,8264,unblock,2021-03-29T14:22:53Z,2021-03-29T15:51:13Z,sms
486,GCB NSAWAM,8264,unblock,2021-03-29T14:24:15Z,2021-03-29T15:48:11Z,sms
487,GCB ODA,8264,unblock,2021-03-29T14:25:15Z,2021-03-29T15:07:37Z,sms
488,GCB MPRAESO,8264,unblock,2021-03-29T14:26:09Z,2021-03-29T14:26:46Z,sms
489,GCB ANYINAM,8264,unblock,2021-03-29T14:26:25Z,2021-03-29T15:03:21Z,sms
490,GCB AS'KESE,8264,unblock,2021-03-29T14:26:54Z,2021-03-29T14:27:41Z,sms
491,GCB D'KROM,8264,unblock,2021-03-29T14:27:42Z,2021-03-29T14:28:00Z,sms
492,GCB JUASO,8264,unblock,2021-03-29T14:28:13Z,2021-03-29T15:02:53Z,sms
493,GCB AGOGO,8264,unblock,2021-03-29T14:28:39Z,2021-03-29T14:29:05Z,sms
494,GCB KIBI,8264,unblock,2021-03-29T14:29:35Z,2021-03-29T14:32:18Z,sms
495,GCB TAFO,8264,unblock,2021-03-29T14:29:50Z,2021-03-29T14:31:48Z,sms
496,GCB SUHUM,8264,unblock,2021-03-29T14:30:20Z,2021-03-29T14:31:09Z,sms
497,GCB NKAWKAW,8264,unblock,2021-03-29T14:31:07Z,2021-03-29T14:37:31Z,sms
498,GCB KDUA CT,8264,unblock,2021-03-29T14:32:46Z,2021-03-29T14:33:17Z,sms
499,PIZZA-SMS,9605,unblock,2021-03-30T08:32:05Z,2021-03-30T08:34:26Z,sms
502,sms,6765,unblock,2021-03-30T15:41:41Z,2021-03-31T10:09:15Z,sms
503,P.C.Int.,6765,unblock,2021-03-30T15:56:31Z,2021-03-30T15:58:27Z,sms
504,MamaRose,6765,unblock,2021-03-30T16:38:19Z,2021-03-30T16:42:12Z,sms
505,PEKI SHS,9609,unblock,2021-03-31T13:55:05Z,2021-03-31T13:59:12Z,sms
506,PHANTA 1 Tv,9428,unblock,2021-03-31T13:56:38Z,2021-03-31T13:57:12Z,sms
508,fWAP,9610,unblock,2021-03-31T16:39:59Z,2021-03-31T16:40:46Z,sms
509,AIRTIME,9608,unblock,2021-03-31T21:23:36Z,2021-04-01T03:23:38Z,sms
511,GIDEON,9584,unblock,2021-04-01T00:30:21Z,2021-04-01T00:41:17Z,sms
512,AIRTIME,9492,unblock,2021-04-01T05:28:53Z,2021-04-01T05:54:06Z,sms
513,WAPSMS,9611,unblock,2021-04-01T08:54:01Z,2021-04-01T09:15:08Z,sms
514,CONNECT,9611,unblock,2021-04-01T09:14:37Z,2021-04-01T09:16:34Z,sms
515,SMSLINK,9612,unblock,2021-04-01T09:35:34Z,2021-04-01T09:37:36Z,sms
516,folowap,9613,unblock,2021-04-01T10:51:29Z,2021-04-01T12:25:42Z,sms
517,SCHOOLMSG,9613,unblock,2021-04-01T11:12:12Z,2021-04-01T11:13:51Z,sms
518,Phanet,6809,unblock,2021-04-01T11:52:37Z,2021-04-01T12:06:32Z,sms
519,DCL,13,unblock,2021-04-02T07:18:53Z,2021-04-02T07:18:53Z,sms
520,JTA Ghana,8954,unblock,2021-04-02T15:01:09Z,2021-04-02T15:14:07Z,sms
521,CONNECT,9616,unblock,2021-04-04T11:49:52Z,2021-04-04T14:42:33Z,sms
522,BONUSPLAN,9616,unblock,2021-04-04T12:11:04Z,2021-04-04T14:42:01Z,sms
523,foloWAP,9618,unblock,2021-04-05T17:25:17Z,2021-04-05T17:32:25Z,sms
524,CONNECT,9618,unblock,2021-04-05T17:31:19Z,2021-04-05T17:33:53Z,sms
525,BULKPLAN,9619,unblock,2021-04-06T08:38:26Z,2021-04-06T08:39:19Z,sms
526,folowap,9619,unblock,2021-04-06T09:01:53Z,2021-04-06T10:19:21Z,sms
527,CONNECT,9619,unblock,2021-04-06T10:05:42Z,2021-04-06T10:06:14Z,sms
528,G.E.C -PEKI,9609,unblock,2021-04-07T04:58:51Z,2021-04-07T04:59:17Z,sms
529,GEC BLENGO,9609,unblock,2021-04-07T07:17:56Z,2021-04-07T07:18:31Z,sms
530,RTHOME,8873,unblock,2021-04-08T12:29:10Z,2021-04-08T12:29:56Z,sms
531,CONNECT,9623,unblock,2021-04-09T09:23:00Z,2021-04-09T09:25:08Z,sms
532,folowap,9623,unblock,2021-04-09T09:24:15Z,2021-04-09T09:26:57Z,sms
533,CONNECT,9624,unblock,2021-04-09T09:40:55Z,2021-04-09T09:49:05Z,sms
534,folowap,9624,unblock,2021-04-09T09:46:44Z,2021-04-09T09:50:57Z,sms
539,Purpose Chapel Int,9614,unblock,2021-04-09T12:44:26Z,2021-04-09T12:44:26Z,email
543,folowap,9631,unblock,2021-04-13T08:20:22Z,2021-04-13T08:23:33Z,sms
544,GNFS,9630,block,2021-04-13T09:35:31Z,2021-04-29T17:50:25Z,sms
546,Live peter,9625,unblock,2021-04-13T09:59:40Z,2021-04-13T10:05:19Z,sms
551,Trial,5996,unblock,2021-04-14T09:17:19Z,2021-04-14T09:17:53Z,sms
555,folowap,9633,unblock,2021-04-16T08:07:18Z,2021-04-16T09:16:08Z,sms
556,folowap,9634,unblock,2021-04-19T07:45:53Z,2021-04-19T08:54:35Z,sms
557,FREE PLAN,9634,unblock,2021-04-19T08:32:39Z,2021-04-19T08:55:54Z,sms
558,WAPSMS,9634,unblock,2021-04-19T08:36:42Z,2021-04-19T08:56:37Z,sms
559,BULKSMS,9635,unblock,2021-04-19T09:21:39Z,2021-04-19T09:22:52Z,sms
560,SMS,9635,unblock,2021-04-19T09:29:27Z,2021-04-19T09:30:08Z,sms
562,Ghana NLA,9622,block,2021-04-19T11:16:00Z,2021-04-19T13:39:23Z,sms
566,My CashBox,9089,block,2021-04-21T08:49:32Z,2021-06-09T10:15:56Z,sms
567,W_Remit,9331,block,2021-04-21T18:11:19Z,2021-05-07T16:42:15Z,sms
568,P. D.Chapel,9629,unblock,2021-04-23T13:21:49Z,2021-04-23T13:30:17Z,sms
572,P.Chapel,9629,unblock,2021-04-25T14:40:44Z,2021-04-25T14:46:30Z,sms
573,PLANSMS,9643,unblock,2021-04-26T08:18:21Z,2021-04-26T09:56:43Z,sms
574,NLA GH..,9583,block,2021-04-26T09:37:07Z,2021-04-26T09:58:36Z,sms
575,ARMY SERV,9583,block,2021-04-26T09:39:26Z,2021-04-26T10:41:47Z,sms
576,NLA PAYM...,9583,block,2021-04-26T09:42:31Z,2021-04-26T10:43:02Z,sms
577,SMS BONUS,9643,unblock,2021-04-26T09:44:57Z,2021-04-26T10:43:56Z,sms
578,NLA..,9583,block,2021-04-26T10:36:03Z,2021-04-26T10:45:39Z,sms
579,NLA..,9583,block,2021-04-26T10:36:03Z,2021-04-26T10:46:43Z,sms
580,NIA,45,unblock,2021-04-26T12:23:38Z,2021-04-26T12:26:43Z,sms
581,PMP Course,7384,unblock,2021-04-27T10:41:26Z,2021-04-27T10:59:58Z,sms
582,join.gis,9642,block,2021-04-29T06:02:42Z,2021-04-29T08:36:20Z,sms
583,Join.gis,9646,block,2021-04-29T06:58:01Z,2021-04-29T08:37:53Z,sms
584,join.gis.gh,9606,block,2021-04-29T08:11:04Z,2021-04-29T08:40:37Z,sms
587,Tech test,4,unblock,2021-04-29T08:48:39Z,2021-04-29T08:54:11Z,sms
589,REv Dickson,9629,unblock,2021-04-29T14:07:41Z,2021-04-29T14:08:22Z,sms
591,NLMobilePay,9622,block,2021-04-29T14:54:14Z,2021-04-29T15:42:27Z,sms
592,ACCOUNTANAT,9583,unblock,2021-04-30T04:11:19Z,2021-04-30T04:12:09Z,sms
593,PAYMENT DPT,9583,unblock,2021-04-30T04:13:24Z,2021-05-27T06:26:03Z,sms
594,ACCOUNTANT,9583,unblock,2021-04-30T04:16:30Z,2021-04-30T04:59:57Z,sms
595,MR OPOKU..,9583,unblock,2021-04-30T04:20:16Z,2021-04-30T04:59:25Z,sms
596,MRS GRACE,9583,unblock,2021-04-30T04:23:26Z,2021-04-30T04:58:52Z,sms
597,GEN.. OFORI,9583,unblock,2021-04-30T04:24:32Z,2021-04-30T04:58:22Z,sms
598,CHAMPIONS,8047,unblock,2021-04-30T08:41:12Z,2021-04-30T08:48:18Z,sms
599,Government,9091,block,2021-05-02T19:44:53Z,2021-05-03T04:45:45Z,sms
600,Government,9091,block,2021-05-02T19:44:53Z,2021-05-03T04:47:20Z,sms
601,LOYALTI,9405,unblock,2021-05-04T09:27:56Z,2021-05-04T11:46:09Z,sms
602,Ewe Danu,5636,unblock,2021-05-04T11:42:12Z,2021-05-04T11:43:06Z,sms
603,I.K MENSAH,17,unblock,2021-05-04T13:31:44Z,2021-05-04T13:34:05Z,sms
604,CANADA#APP,9292,unblock,2021-05-05T15:04:39Z,2021-05-05T15:15:43Z,sms
605,LB Services,5812,unblock,2021-05-07T07:16:14Z,2021-05-07T07:16:46Z,sms
606,La Cocina,9295,unblock,2021-05-07T13:37:45Z,2021-05-07T13:41:08Z,sms
607,mcini,9651,unblock,2021-05-07T13:43:12Z,2021-05-07T13:45:04Z,sms
608,Purpose Ch,9629,unblock,2021-05-08T08:26:29Z,2021-05-08T08:27:06Z,sms
611,folowap,9652,unblock,2021-05-08T16:03:35Z,2021-05-08T16:04:30Z,sms
612,WAPSMS,9652,unblock,2021-05-08T16:03:44Z,2021-05-08T16:06:12Z,sms
613,Remitly,9331,block,2021-05-09T13:14:53Z,2021-05-09T13:15:17Z,sms
614,W-R_T,9331,block,2021-05-09T13:15:53Z,2021-05-09T13:17:22Z,sms
615,Credit Card,9331,unblock,2021-05-09T13:17:15Z,2021-05-09T13:18:00Z,sms
616,REG DETAILS,9434,unblock,2021-05-10T10:28:54Z,2021-05-10T10:37:31Z,sms
617,Wave,9331,unblock,2021-05-10T10:33:23Z,2021-05-10T10:34:47Z,sms
618,MEETING,47,unblock,2021-05-11T14:08:57Z,2021-05-11T14:13:45Z,sms
619,CASA/APOSA,9338,unblock,2021-05-11T14:54:02Z,2021-05-11T15:37:10Z,sms
620,NLA-GHANA,9655,block,2021-05-11T15:16:49Z,2021-05-11T15:38:52Z,sms
622,N L A GHANA,9655,block,2021-05-11T15:46:27Z,2021-05-11T16:17:09Z,sms
623,GH NLA,9655,block,2021-05-11T15:49:57Z,2021-05-11T16:17:44Z,sms
624,Waterking,7393,unblock,2021-05-14T17:32:31Z,2021-05-14T17:43:39Z,sms
625,GNFS 2021,9642,block,2021-05-15T04:07:29Z,2021-05-15T04:52:25Z,sms
626,GIS 2021,9642,block,2021-05-15T04:07:57Z,2021-05-18T11:53:08Z,sms
627,GRA,9369,block,2021-05-17T20:57:30Z,2021-05-18T01:11:53Z,sms
628,GRA,9369,block,2021-05-18T11:05:00Z,2021-05-18T11:49:14Z,sms
629,CASTROLLSGH,8873,unblock,2021-05-18T11:46:30Z,2021-05-18T11:51:01Z,sms
630,GRA,9369,block,2021-05-18T11:59:36Z,2021-05-18T12:01:03Z,sms
631,GRA,9369,unblock,2021-05-18T12:00:08Z,2021-05-18T12:00:08Z,email
632,G.R.A,9369,block,2021-05-18T12:15:21Z,2021-05-18T12:33:51Z,sms
633,CEPS,9369,block,2021-05-18T13:38:01Z,2021-05-18T13:52:21Z,sms
634,Promotions,9369,unblock,2021-05-18T14:06:53Z,2021-05-18T14:07:25Z,sms
635,ceps,9369,block,2021-05-18T14:12:09Z,2021-05-18T17:35:20Z,sms
636,CUSTOMS,9369,unblock,2021-05-18T15:33:52Z,2021-05-18T17:42:50Z,sms
637,MTN_GH,9405,block,2021-05-21T02:53:03Z,2021-05-27T06:14:48Z,sms
638,M,9405,unblock,2021-05-21T02:54:50Z,2021-05-21T03:22:02Z,sms
639,GIS.2021,9657,block,2021-05-21T10:49:20Z,2021-05-21T11:08:22Z,sms
640,GNFS.2021,9657,block,2021-05-21T10:49:52Z,2021-05-21T10:50:28Z,sms
641,GNFS.2021,9657,block,2021-05-21T10:53:14Z,2021-05-21T10:56:43Z,sms
642,gis.gh.com,9657,block,2021-05-21T11:05:45Z,2021-05-21T11:06:53Z,sms
643,gis:info,9657,block,2021-05-21T11:07:39Z,2021-05-21T11:13:04Z,sms
644,GOODLUCK,9661,unblock,2021-05-24T08:32:13Z,2021-05-24T15:17:31Z,sms
646,KATH.,9662,unblock,2021-05-25T01:49:07Z,2021-05-25T01:50:11Z,sms
647,K.A.T.H.,9662,unblock,2021-05-25T01:53:09Z,2021-05-25T02:55:44Z,sms
648,G.A.F,9405,block,2021-05-26T18:17:25Z,2021-05-27T05:49:07Z,sms
649,G A F RE21,9405,block,2021-05-26T18:19:22Z,2021-05-27T05:55:58Z,sms
650,JOINGAF21,9405,block,2021-05-26T18:19:55Z,2021-05-27T05:53:20Z,sms
651,G A F 21,9405,block,2021-05-26T18:25:15Z,2021-05-26T18:58:11Z,sms
652,G.A.F,9405,block,2021-05-26T19:03:37Z,2021-05-27T05:50:56Z,sms
653,G A F GH,9405,block,2021-05-27T03:06:41Z,2021-05-27T04:39:03Z,sms
654,G.A.F,9405,block,2021-05-27T05:01:46Z,2021-05-27T05:46:46Z,sms
655,G.I.S,9369,block,2021-05-27T05:07:03Z,2021-05-27T05:30:31Z,sms
656,g.i.s,9369,block,2021-05-27T05:34:44Z,2021-05-27T05:44:25Z,sms
657,GAFRECRUIT,9405,block,2021-05-27T05:58:32Z,2021-05-27T06:11:46Z,sms
658,Ghh,9666,unblock,2021-05-27T06:53:45Z,2021-05-27T10:25:27Z,sms
659,G M S,9405,block,2021-05-27T07:00:11Z,2021-05-27T13:17:56Z,sms
660,GAFRE21,9667,block,2021-05-27T08:35:33Z,2021-05-27T13:08:20Z,sms
661,GIS ONLINE,9369,block,2021-05-27T11:09:29Z,2021-05-27T13:17:21Z,sms
662,GIS SMS,9369,block,2021-05-27T11:11:58Z,2021-05-27T13:15:33Z,sms
663,GAF21,9405,block,2021-05-27T12:21:40Z,2021-05-27T13:13:43Z,sms
664,GAF 21,9667,block,2021-05-27T18:21:19Z,2021-05-27T18:22:17Z,sms
665,SOGASCO PTA,5636,unblock,2021-05-29T09:57:10Z,2021-05-29T10:02:23Z,sms
666,G. I. S sms,9369,block,2021-05-29T11:10:47Z,2021-05-29T12:58:11Z,sms
667,GIShdqtrs,9369,block,2021-05-29T11:14:00Z,2021-05-29T13:56:55Z,sms
668,Wremit,9669,block,2021-05-29T11:31:32Z,2021-05-29T11:32:15Z,sms
669,Info.,9369,unblock,2021-05-29T19:24:02Z,2021-05-30T02:32:54Z,sms
670,GSS BONO,9305,unblock,2021-05-30T16:03:55Z,2021-05-31T03:01:13Z,sms
671,GSS  BONO,9670,unblock,2021-05-30T19:43:24Z,2021-05-31T03:01:41Z,sms
672,WATER BILL,8963,unblock,2021-05-31T07:27:07Z,2021-05-31T07:36:49Z,sms
673,VSV_GIDEON,8963,unblock,2021-05-31T07:31:03Z,2021-05-31T07:39:46Z,sms
674,GIDEON SUSU,8963,unblock,2021-05-31T07:31:58Z,2021-05-31T07:59:32Z,sms
675,MONTH BILL,8963,unblock,2021-05-31T07:33:04Z,2021-05-31T08:04:01Z,sms
676,RMQ,26,unblock,2021-05-31T09:18:53Z,2021-05-31T09:21:06Z,sms
677,VICTORY,8963,unblock,2021-05-31T09:23:16Z,2021-05-31T09:44:52Z,sms
678,ACHISCO '07,8169,unblock,2021-06-02T08:37:33Z,2021-06-02T08:38:16Z,sms
679,GhLottery,9570,block,2021-06-02T10:35:21Z,2021-06-03T04:31:48Z,sms
680,ASASCO-PTA,6221,unblock,2021-06-04T13:08:30Z,2021-06-04T13:37:25Z,sms
681,MAYFLOWER,6042,unblock,2021-06-07T12:36:25Z,2021-06-07T12:36:59Z,sms
682,THE LOTERY,9405,unblock,2021-06-08T13:25:00Z,2021-06-08T13:28:04Z,sms
683,LEAK-GAME,9405,unblock,2021-06-08T13:26:16Z,2021-06-08T13:34:42Z,sms
685,Samsung Ghana,55,unblock,2021-06-10T06:06:41Z,2021-06-10T06:06:41Z,email
686,Funeral TNX,8258,unblock,2021-06-10T13:41:46Z,2021-06-10T13:54:51Z,sms
687,NLA Lotto,9675,block,2021-06-11T01:56:18Z,2021-06-11T01:57:01Z,sms
688,GLA Lotto,9675,block,2021-06-11T02:13:03Z,2021-06-11T02:43:15Z,sms
689,NLA Lotto,9675,block,2021-06-11T06:08:46Z,2021-06-11T06:09:35Z,sms
690,Lotto GH,9675,unblock,2021-06-11T06:23:07Z,2021-06-11T06:37:36Z,sms
691,IDEALCreamy,45,unblock,2021-06-11T15:05:39Z,2021-06-11T15:10:47Z,sms
692,zabbix,13,unblock,2021-06-14T18:34:11Z,2021-06-14T18:36:18Z,sms
693,BONUSPLAN,9679,unblock,2021-06-17T10:09:56Z,2021-06-17T11:40:01Z,sms
694,SMS,9679,unblock,2021-06-18T07:31:05Z,2021-06-18T09:09:41Z,sms
695,expressPay,13,unblock,2021-06-18T09:08:09Z,2021-06-18T09:08:09Z,sms
696,EHPlacement,6740,unblock,2021-06-18T12:03:50Z,2021-06-18T12:03:50Z,email
697,EHPlacement,6740,unblock,2021-06-19T05:23:11Z,2021-06-19T05:33:27Z,sms
698,504973942,6740,block,2021-06-19T05:32:53Z,2021-06-19T05:37:21Z,voice
699,GMIF2021,8713,unblock,2021-06-21T12:31:45Z,2021-06-21T13:59:19Z,sms
700,GMIFSEP2021,8713,unblock,2021-06-21T12:33:23Z,2021-06-21T14:00:38Z,sms
701,GHANAMIF21,8713,unblock,2021-06-21T12:35:00Z,2021-06-21T14:02:23Z,sms
702,YES Kasoa,9684,unblock,2021-06-23T04:03:06Z,2021-06-23T04:27:17Z,sms
704,ONUAFRANCIS,9684,unblock,2021-06-23T04:04:30Z,2021-06-23T04:14:33Z,sms
705,StudyAbroad,6740,unblock,2021-06-24T07:35:24Z,2021-06-24T09:41:03Z,sms
706,WorkAbroad,6740,unblock,2021-06-24T07:36:17Z,2021-06-24T12:07:36Z,sms
707,Bringamcome,6559,unblock,2021-06-24T12:04:19Z,2021-06-24T12:10:39Z,sms
708,BringAmCome,6559,unblock,2021-06-24T12:06:03Z,2021-06-24T12:12:55Z,sms
709,6220,9615,unblock,2021-06-27T23:08:59Z,2021-06-28T01:19:17Z,voice
710,242353666,9685,unblock,2021-06-28T06:45:43Z,2021-06-28T06:51:52Z,voice
712,MSE Office,9685,unblock,2021-06-28T06:50:27Z,2021-06-28T07:06:35Z,sms
713,Micro & Sensors,9685,unblock,2021-06-28T06:55:06Z,2021-06-28T06:55:06Z,email
714,PMP Course,9686,unblock,2021-06-28T10:40:58Z,2021-06-28T10:41:22Z,sms
715,Nestle Gh,47,unblock,2021-06-30T07:08:19Z,2021-06-30T07:24:58Z,sms
716,IDEALCreamy,47,unblock,2021-06-30T08:06:57Z,2021-06-30T08:08:59Z,sms
717,NEWid,9690,unblock,2021-07-01T18:57:24Z,2021-07-02T02:17:46Z,sms
718,SEND,9691,unblock,2021-07-02T14:54:26Z,2021-07-02T16:26:10Z,sms
719,TEXT,9691,unblock,2021-07-02T14:57:25Z,2021-07-02T16:22:03Z,sms
720,Popout Stu,9690,unblock,2021-07-02T17:17:29Z,2021-07-03T02:13:56Z,sms
721,NDCGolfCity,8260,unblock,2021-07-07T08:30:55Z,2021-07-07T08:31:24Z,sms
722,Nestle,45,unblock,2021-07-07T10:09:59Z,2021-07-07T10:09:59Z,sms
723,Nestle GH,35,unblock,2021-07-07T11:02:31Z,2021-07-07T11:02:31Z,sms
724,543468679,8920,block,2021-07-07T13:35:51Z,2021-07-07T16:40:03Z,voice
725,SEND TXT,9692,unblock,2021-07-08T07:42:23Z,2021-07-09T16:46:18Z,sms
726,SMS CHURCH,9692,unblock,2021-07-08T07:43:12Z,2021-07-08T07:55:08Z,sms
